,ident,type,name,latitude,longitude,elevation_ft,state,municipality,service,gps_code,iata_code,local_code,website,wikipedia,keywords
27777,KGLY,small_airport,Clinton Memorial Airport,38.35660171508789,-93.68419647216795,822.0,MO,Clinton,False,KGLY,,GLY,,,
27778,KGMJ,small_airport,Grove Municipal Airport,36.60680008,-94.73860168,831.0,OK,Grove,False,KGMJ,,GMJ,,,
27779,KGMU,medium_airport,Greenville Downtown Airport,34.847900390599996,-82.34999847410002,1048.0,SC,Greenville,False,KGMU,GMU,GMU,http://www.greenvilledowntownairport.com/,https://en.wikipedia.org/wiki/Greenville_Downtown_Airport,
27780,KGNB,small_airport,Granby Grand County Airport,40.089698791503906,-105.91699981689452,8203.0,CO,Granby,False,KGNB,,GNB,,,
27781,KGNC,small_airport,Gaines County Airport,32.67530059814453,-102.65299987792969,3315.0,TX,Seminole,False,KGNC,,GNC,,,
27782,KGNF,small_airport,Grenada Municipal Airport,33.83250045776367,-89.79820251464844,208.0,MS,Grenada,False,KGNF,,GNF,,,
27783,KGNG,small_airport,Gooding Municipal Airport,42.91719818,-114.7649994,3732.0,ID,Gooding,False,KGNG,GNG,GNG,http://www.goodingidaho.org/departments/840-2/,,
27784,KGNT,small_airport,Grants-Milan Municipal Airport,35.167301178,-107.902000427,6537.0,NM,Grants,False,KGNT,GNT,GNT,,,
27785,KGNV,medium_airport,Gainesville Regional Airport,29.6900997162,-82.27179718020001,152.0,FL,Gainesville,True,KGNV,GNV,GNV,,https://en.wikipedia.org/wiki/Gainesville_Regional_Airport,
27786,KGOK,small_airport,Guthrie-Edmond Regional Airport,35.84980011,-97.41560364,1069.0,OK,Guthrie,False,KGOK,GOK,GOK,http://www.guthrieedmondregionalairport.com/,https://en.wikipedia.org/wiki/Guthrie%E2%80%93Edmond_Regional_Airport,
27787,KGON,medium_airport,Groton New London Airport,41.3301010131836,-72.04509735107422,9.0,CT,Groton (New London),False,KGON,GON,GON,,https://en.wikipedia.org/wiki/Groton-New_London_Airport,
27788,KGOO,small_airport,Nevada County Airport,39.223997999999995,-121.002997,3152.0,CA,Grass Valley,False,KGOO,,GOO,https://www.mynevadacounty.com/149/Airport,https://en.wikipedia.org/wiki/Nevada_County_Air_Park,"O17, Nevada County Air Park, Loma Rica Airport"
27789,KGOP,small_airport,Gatesville Municipal Airport,31.421301,-97.796996,905.0,TX,Gatesville,False,KGOP,,GOP,,https://en.wikipedia.org/wiki/Gatesville_Municipal_Airport,"05F, City-County Airport"
27790,KGOV,small_airport,Grayling Army Air Field,44.68030166625977,-84.72889709472656,1158.0,MI,Grayling,False,KGOV,,GOV,,,
27791,KGPH,small_airport,Midwest National Air Center Airport,39.33250046,-94.30960083,777.0,MO,Mosby,False,KGPH,,GPH,,,
27792,KGPI,medium_airport,Glacier Park International Airport,48.31050109863281,-114.25599670410156,2977.0,MT,Kalispell,True,KGPI,FCA,GPI,http://www.iflyglacier.com/,https://en.wikipedia.org/wiki/Glacier_Park_International_Airport,Formerly KFCA
27793,KGPM,small_airport,Grand Prairie Municipal Airport,32.69879913330078,-97.0468978881836,588.0,TX,Grand Prairie,False,KGPM,,GPM,,,
27794,KGPT,large_airport,Gulfport Biloxi International Airport,30.40730094909668,-89.07009887695312,28.0,MS,Gulfport,True,KGPT,GPT,GPT,,https://en.wikipedia.org/wiki/Gulfport-Biloxi_International_Airport,
27795,KGPZ,small_airport,Grand Rapids Itasca Co-Gordon Newstrom field,47.21110153,-93.50980377,1355.0,MN,Grand Rapids,False,KGPZ,GPZ,GPZ,http://grandrapids.govoffice.com/vertical/Sites/%7B938C328A-AD1C-45AA-A862-764C60A37DEF%7D/uploads/%7B7E8C4920-D1DC-4696-9A43-FF,https://en.wikipedia.org/wiki/Grand_Rapids_%E2%80%93_Itasca_County_Airport,
27796,KGQQ,small_airport,Galion Municipal Airport,40.7533988953,-82.7238006592,1224.0,OH,Galion,False,KGQQ,GQQ,GQQ,http://www.ci.galion.oh.us/airport/airport.html,https://en.wikipedia.org/wiki/Galion_Municipal_Airport,
27797,KGRB,large_airport,Austin Straubel International Airport,44.48509979248047,-88.12960052490234,695.0,WI,Green Bay,True,KGRB,GRB,GRB,,https://en.wikipedia.org/wiki/Austin_Straubel_International_Airport,
27798,KGRD,small_airport,Greenwood County Airport,34.2486991882,-82.15910339359999,631.0,SC,Greenwood,False,KGRD,GRD,GRD,,,
27799,KGRE,small_airport,Greenville Airport,38.836200714099995,-89.37840271,541.0,IL,Greenville,False,KGRE,GRE,GRE,,https://en.wikipedia.org/wiki/Greenville_Airport,
27800,KGRF,medium_airport,Gray Army Air Field,47.07920074,-122.5810013,300.0,WA,Fort Lewis/Tacoma,False,KGRF,GRF,GRF,,https://en.wikipedia.org/wiki/Gray_Army_Airfield,
27801,KGRI,medium_airport,Central Nebraska Regional Airport,40.96749877929688,-98.30960083007812,1847.0,NE,Grand Island,True,KGRI,GRI,GRI,,https://en.wikipedia.org/wiki/Central_Nebraska_Regional_Airport,
27802,KGRK,medium_airport,Robert Gray  Army Air Field Airport,31.067199706999997,-97.8289031982,1015.0,TX,Fort Hood/Killeen,True,KGRK,GRK,GRK,,https://en.wikipedia.org/wiki/Killeen-Fort_Hood_Regional_Airport,Robert Gray Army Air Field
27803,KGRM,closed,Devil's Track Airport,47.827,-90.38,1662.0,MN,Grand Marias,False,KGRM,,GRM,,,
27804,KGRN,small_airport,Gordon Municipal Airport,42.805999755900004,-102.17500305200001,3562.0,NE,Gordon,False,KGRN,GRN,GRN,,,
27805,KGRR,medium_airport,Gerald R. Ford International Airport,42.88079834,-85.52279663,794.0,MI,Grand Rapids,True,KGRR,GRR,GRR,,https://en.wikipedia.org/wiki/Gerald_R._Ford_International_Airport,
27806,KGSB,large_airport,Seymour Johnson Air Force Base,35.33940125,-77.96060181,109.0,NC,Goldsboro,False,KGSB,GSB,GSB,http://www.seymourjohnson.af.mil/,https://en.wikipedia.org/wiki/Seymour_Johnson_Air_Force_Base,
27807,KGSH,small_airport,Goshen Municipal Airport,41.5264015198,-85.79290008539998,827.0,IN,Goshen,False,KGSH,GSH,GSH,http://www.goshenindiana.org/content/goshen-municipal-airport,https://en.wikipedia.org/wiki/Goshen_Municipal_Airport,
27808,KGSO,large_airport,Piedmont Triad International Airport,36.097801208496094,-79.93730163574219,925.0,NC,Greensboro,True,KGSO,GSO,GSO,,https://en.wikipedia.org/wiki/Piedmont_Triad_International_Airport,
27809,KGSP,large_airport,Greenville Spartanburg International Airport,34.895698547399995,-82.2189025879,964.0,SC,Greenville,True,KGSP,GSP,GSP,,https://en.wikipedia.org/wiki/Greenville-Spartanburg_International_Airport,
27810,KGSW,closed,Greater Southwest International Airport-Amon Carter Field,32.8308104547,-97.0491886139,568.0,TX,Fort Worth,False,KGSW,GSW,GSW,,https://en.wikipedia.org/wiki/Greater_Southwest_International_Airport,
27811,KGTB,medium_airport,Wheeler Sack Army Air Field,44.05559921,-75.71949768,688.0,NY,Fort Drum,False,KGTB,,GTB,,https://en.wikipedia.org/wiki/Wheeler-Sack_Army_Airfield,
27812,KGTE,small_airport,Gothenburg Municipal Airport,40.9263,-100.148003,2559.0,NE,Gothenburg,False,KGTE,,GTE,,,Quinn Field
27813,KGTF,medium_airport,Great Falls International Airport,47.48199844,-111.3710022,3680.0,MT,Great Falls,True,KGTF,GTF,GTF,,https://en.wikipedia.org/wiki/Great_Falls_International_Airport,
27814,KGTG,small_airport,Grantsburg Municipal Airport,45.7980995178,-92.6643981934,927.0,WI,Grantsburg,False,KGTG,GTG,GTG,http://www.grantsburgwi.com/airport.html,https://en.wikipedia.org/wiki/Grantsburg_Municipal_Airport,
27815,KGTR,medium_airport,Golden Triangle Regional Airport,33.450298309299995,-88.59140014649999,264.0,MS,Columbus/W Point/Starkville,True,KGTR,GTR,GTR,,,
27816,KGTU,small_airport,Georgetown Municipal Airport,30.678800582885746,-97.6793975830078,790.0,TX,Georgetown,False,KGTU,,GTU,,,
27817,KGUC,small_airport,Gunnison Crested Butte Regional Airport,38.53390121,-106.9329987,7680.0,CO,Gunnison,False,KGUC,GUC,GUC,,https://en.wikipedia.org/wiki/Gunnison-Crested_Butte_Regional_Airport,
27818,KGUP,medium_airport,Gallup Municipal Airport,35.511100769,-108.789001465,6472.0,NM,Gallup,False,KGUP,GUP,GUP,,https://en.wikipedia.org/wiki/Gallup_Municipal_Airport,
27819,KGUS,large_airport,Grissom Air Reserve Base,40.648101806599996,-86.15209960940001,812.0,IN,Peru,False,KGUS,GUS,GUS,http://www.grissom.afrc.af.mil/,https://en.wikipedia.org/wiki/Grissom_Air_Reserve_Base,
27820,KGUY,medium_airport,Guymon Municipal Airport,36.6851005554,-101.508003235,3123.0,OK,Guymon,False,KGUY,GUY,GUY,http://www.guymonok.org/index.aspx?NID=179,https://en.wikipedia.org/wiki/Guymon_Municipal_Airport,
27821,KGVL,small_airport,Lee Gilmer Memorial Airport,34.27259827,-83.8302002,1276.0,GA,Gainesville,False,KGVL,GVL,GVL,https://www.gainesville.org/lee-gilmer-memorial-airport,https://en.wikipedia.org/wiki/Lee_Gilmer_Memorial_Airport,
27822,KGVQ,small_airport,Genesee County Airport,43.03170013,-78.16760254,914.0,NY,Batavia,False,KGVQ,,GVQ,,,
27823,KGVT,small_airport,Majors Airport,33.0677986145,-96.0652999878,535.0,TX,Greenville,False,KGVT,GVT,GVT,,https://en.wikipedia.org/wiki/Majors_Airport,
27824,KGVW,closed,Richards-Gebaur Air Force Base,38.844200134277344,-94.55999755859376,1093.0,MO,Belton,False,KGVW,GVW,,,https://en.wikipedia.org/wiki/Richards-Gebaur_Air_Force_Base,Grandview Airport
27826,KGWB,small_airport,De Kalb County Airport,41.30720138549805,-85.06439971923828,880.0,IN,Auburn,False,KGWB,,GWB,,,
27827,KGWN,heliport,Winn Army Community Hospital Helipad,31.874166666699995,-81.59666666670002,82.0,GA,Fort Stewart,False,KGWN,,,,,
27828,KGWO,medium_airport,Greenwood–Leflore Airport,33.4943008423,-90.08470153809999,162.0,MS,Greenwood,False,KGWO,GWO,GWO,http://greenwoodms.com/index.aspx?nid=113,https://en.wikipedia.org/wiki/Greenwood%E2%80%93Leflore_Airport,
27829,KGWR,small_airport,Gwinner Roger Melroe Field,46.21870040893555,-97.64320373535156,1266.0,ND,Gwinner,False,KGWR,,GWR,,,
27830,KGWS,small_airport,Glenwood Springs Municipal Airport,39.5083007812,-107.31099700899999,5916.0,CO,Glenwood Springs,False,KGWS,GWS,GWS,http://www.glenwoodspringsairport.com/,,
27831,KGWW,small_airport,Goldsboro-Wayne Municipal Airport,35.460601806599996,-77.96489715579997,134.0,NC,Goldsboro,False,KGWW,,GWW,,https://en.wikipedia.org/wiki/Goldsboro-Wayne_Municipal_Airport,
27832,KGX,small_airport,Grayling Airport,62.895187,-160.06628899999998,99.0,AK,Grayling,True,PAGX,KGX,KGX,,https://en.wikipedia.org/wiki/Grayling_Airport,
27833,KGXY,small_airport,Greeley–Weld County Airport,40.4374008179,-104.633003235,4697.0,CO,Greeley,False,KGXY,GXY,GXY,http://www.gxy.net/,https://en.wikipedia.org/wiki/Greeley-Weld_County_Airport,Crosier Field
27834,KGYB,small_airport,Giddings-Lee County Airport,30.1693,-96.980003,485.0,TX,Giddings,False,KGYB,,GYB,https://www.giddings.net/airport,https://en.wikipedia.org/wiki/Giddings–Lee_County_Airport,62H
27835,KGYH,small_airport,Donaldson Field Airport,34.758301,-82.37640400000001,955.0,SC,Greenville,False,KGYH,GDC,GYH,,https://en.wikipedia.org/wiki/Donaldson_Center_Airport,
27836,KGYI,small_airport,North Texas Regional Airport/Perrin Field,33.714099884,-96.6736984253,749.0,TX,Sherman/Denison,False,KGYI,PNX,GYI,http://www.northtexasregionalairport.com/,https://en.wikipedia.org/wiki/North_Texas_Regional_Airport,Perrin AFB
27837,KGYL,small_airport,Glencoe Municipal Airport,44.75600051879883,-94.0811996459961,992.0,MN,Glencoe,False,KGYL,,GYL,,,
27838,KGYR,small_airport,Phoenix Goodyear Airport,33.4225006104,-112.375999451,968.0,AZ,Goodyear,False,KGYR,GYR,GYR,http://goodyearairport.com/,https://en.wikipedia.org/wiki/Phoenix_Goodyear_Airport,NAS Litchfield Park
27839,KGYY,medium_airport,Gary Chicago International Airport,41.61629867553711,-87.41280364990234,591.0,IN,Gary,False,KGYY,GYY,GYY,,https://en.wikipedia.org/wiki/Gary/Chicago_International_Airport,
27840,KGZ,small_airport,Glacier Creek Airport,61.4551010132,-142.38099670399998,2380.0,AK,Glacier Creek,False,KGZ,KGZ,KGZ,,,
27841,KGZH,small_airport,Evergreen Regional Airport/Middleton Field,31.4158,-87.043999,259.0,AL,Evergreen,False,KGZH,,GZH,http://www.evergreenal.org/middleton-field.html,https://en.wikipedia.org/wiki/Middleton_Field,"39J, Middleton Field"
27842,KGZN,small_airport,Gregory M. Simmons Memorial Airport,32.367348,-99.02364200000001,1711.0,TX,Cisco,False,KGZN,,GZN,,,
27843,KGZS,small_airport,Abernathy Field,35.153701782226555,-87.05680084228516,685.0,TN,Pulaski,False,KGZS,,GZS,,,
27844,KH04,small_airport,Vinita Municipal Airport,36.632999420166016,-95.15139770507812,696.0,OK,Vinita,False,KH04,,H04,,,
27845,KH05,small_airport,Wilburton Municipal Airport,34.919998168945305,-95.3939971923828,670.0,OK,Wilburton,False,KH05,,H05,,,
27846,KH17,small_airport,Buffalo Municipal Airport,37.65420150756836,-93.08769989013672,1154.0,MO,Buffalo,False,KH17,,H17,,,
27847,KH19,small_airport,Bowling Green Municipal Airport,39.36989974975586,-91.21929931640624,886.0,MO,Bowling Green,False,KH19,,H19,,,
27848,KH21,small_airport,Camdenton Memorial Airport,37.974024,-92.691254,1062.0,MO,Camdenton,False,KOZS,,OZS,,https://en.wikipedia.org/wiki/Camdenton_Memorial_Airport,H21
27849,KH34,small_airport,Huntsville Municipal Airport,36.07820129394531,-93.75479888916016,1749.0,AR,Huntsville,False,KH34,,H34,,,
27850,KH35,small_airport,Clarksville Municipal Airport,35.47069931030273,-93.4272003173828,481.0,AR,Clarksville,False,KH35,,H35,,,
27851,KH37,small_airport,Herlong Airport,40.138801574706996,-120.17900085449,4055.0,CA,Herlong,False,H37,,H37,,,
27852,KH58,small_airport,Owen Field,37.18470001220703,-92.73760223388672,1600.0,MO,Seymour,False,KH58,,H58,,,
27853,KH68,small_airport,Hefner Easley Airport,35.96260070800781,-95.34190368652344,609.0,OK,Wagoner,False,KH68,,H68,,,
27854,KH70,small_airport,Stratford Field,36.34560012817383,-102.04900360107422,3668.0,TX,Stratford,False,KH70,,H70,,,
27855,KH71,small_airport,Mid America Industrial Airport,36.225399017333984,-95.3301010131836,622.0,OK,Pryor,False,KH71,,H71,,,
27856,KH76,small_airport,Pawhuska Municipal Airport,36.67169952392578,-96.40560150146484,1000.0,OK,Pawhuska,False,KH76,,H76,,,
27857,KH79,small_airport,Eldon Model Airpark,38.360599517822266,-92.57160186767578,909.0,MO,Eldon,False,KH79,,H79,,,
27858,KH88,small_airport,A Paul Vance Fredericktown Regional Airport,37.605801,-90.2873,880.0,MO,Fredericktown,False,,,H88,http://fredericktownmo.org/airport.html,https://en.wikipedia.org/wiki/A._Paul_Vance_Fredericktown_Regional_Airport,
27859,KH92,small_airport,Hominy Municipal Airport,36.44269943237305,-96.38719940185548,825.0,OK,Hominy,False,KH92,,H92,,,
27860,KH96,small_airport,Benton Municipal Airport,38.00669860839844,-88.93440246582031,444.0,IL,Benton,False,KH96,,H96,,,
27861,KHAB,small_airport,Marion County Rankin Fite Airport,34.11759949,-87.99819946,436.0,AL,Hamilton,False,KHAB,HAB,HAB,,https://en.wikipedia.org/wiki/Marion_County_%E2%80%93_Rankin_Fite_Airport,
27862,KHAE,small_airport,Hannibal Regional Airport,39.72449875,-91.4437027,769.0,MO,Hannibal,False,KHAE,,HAE,,,
27863,KHAF,small_airport,Half Moon Bay Airport,37.5134010315,-122.500999451,66.0,CA,Half Moon Bay,False,KHAF,HAF,HAF,,https://en.wikipedia.org/wiki/Half_Moon_Bay_Airport,
27864,KHAI,small_airport,Three Rivers Municipal Dr Haines Airport,41.9598007202,-85.59339904790002,824.0,MI,Three Rivers,False,KHAI,HAI,HAI,,,
27865,KHAO,small_airport,Butler Co Regional Airport - Hogan Field,39.3638000488,-84.5220031738,633.0,OH,Hamilton,False,KHAO,HAO,HAO,http://bcra.butlercountyohio.org/,https://en.wikipedia.org/wiki/Butler_County_Regional_Airport,
27866,KHAX,closed,Hatbox Field,35.7458992004,-95.4128036499,627.0,OK,Muskogee,False,KHAX,HAX,HAX,,https://en.wikipedia.org/wiki/Hatbox_Field,Muskogee Army Airfield
27867,KHBC,small_airport,Mohall Municipal Airport,48.76839828491211,-101.53700256347656,1649.0,ND,Mohall,False,KHBC,,HBC,,,
27868,KHBG,medium_airport,Hattiesburg Bobby L Chain Municipal Airport,31.26479912,-89.25279999,151.0,MS,Hattiesburg,False,KHBG,HBG,HBG,,https://en.wikipedia.org/wiki/Hattiesburg_Bobby_L._Chain_Municipal_Airport,
27869,KHBI,small_airport,Asheboro Regional Airport,35.65449905,-79.8946991,671.0,NC,Asheboro,False,KHBI,,HBI,,https://en.wikipedia.org/wiki/Asheboro_Regional_Airport,
27870,KHBR,medium_airport,Hobart Regional Airport,34.991316999999995,-99.05131300000001,1563.0,OK,Hobart,False,KHBR,HBR,HBR,,https://en.wikipedia.org/wiki/Hobart_Regional_Airport,
27871,KHBV,small_airport,Jim Hogg County Airport,27.34959983825684,-98.73699951171876,663.0,TX,Hebbronville,False,KHBV,,HBV,,,
27872,KHBW,closed,Joshua Sanford Field,43.656601,-90.3282,938.0,WI,Hillsboro,False,,,,,https://en.wikipedia.org/wiki/Joshua_Sanford_Field,"KHBW, HBW"
27873,KHBZ,small_airport,Heber Springs Municipal Airport,35.5117,-92.01299999999999,632.0,AR,Heber Springs,False,KHBZ,,HBZ,,https://en.wikipedia.org/wiki/Heber_Springs_Municipal_Airport,
27874,KHCD,small_airport,Hutchinson Municipal Butler Field,44.85990143,-94.38249969,1062.0,MN,Hutchinson,False,KHCD,,HCD,,,
27875,KHCO,small_airport,Hallock Municipal Airport,48.75270080566406,-96.94300079345705,819.0,MN,Hallock,False,KHCO,,HCO,,,
27876,KHDC,small_airport,Hammond Northshore Regional Airport,30.52160072,-90.41840363,47.0,LA,Hammond,False,KHDC,,HDC,,,
27877,KHDE,small_airport,Brewster Field,40.452099,-99.336502,2313.0,NE,Holdrege,False,KHDE,HDE,HDE,,,
27878,KHDI,closed,Hardwick Field,35.2201,-84.832397,874.0,TN,Cleveland,False,,,,,https://en.wikipedia.org/wiki/Hardwick_Field,"KHDI, HDI"
27879,KHDN,small_airport,Yampa Valley Airport,40.48120117,-107.21800230000001,6606.0,CO,Hayden,False,KHDN,HDN,HDN,,https://en.wikipedia.org/wiki/Yampa_Valley_Airport,
27880,KHDO,small_airport,South Texas Regional Airport at Hondo,29.35950088501,-99.17669677734399,930.0,TX,Hondo,False,KHDO,,HDO,,https://en.wikipedia.org/wiki/South_Texas_Regional_Airport_at_Hondo,Hondo Municipal Airport
27881,KHEE,small_airport,Thompson-Robbins Airport,34.576571,-90.67616,242.0,AR,Helena/West Helena,False,KHEE,HEE,HEE,http://www.fly.arkansas.gov/Airports/Helena/HELENA%20_%20WEST%20HELENA.pdf,https://en.wikipedia.org/wiki/Thompson%E2%80%93Robbins_Airport,
27882,KHEF,small_airport,Manassas Regional Airport/Harry P. Davis Field,38.72140121,-77.51540375,192.0,VA,Manassas,False,KHEF,MNZ,HEF,http://www.manassascity.org/Index.aspx?NID=131,https://en.wikipedia.org/wiki/Manassas_Regional_Airport,
27883,KHEG,small_airport,Herlong Airport,30.27779960632324,-81.80590057373047,87.0,FL,Jacksonville,False,KHEG,,HEG,,,
27884,KHEI,small_airport,Hettinger Municipal Airport,46.01490020751953,-102.65599822998048,2705.0,ND,Hettinger,False,KHEI,,HEI,,,
27885,KHEQ,small_airport,Holyoke Airport,40.56940078735352,-102.27300262451172,3730.0,CO,Holyoke,False,KHEQ,,HEQ,,,
27886,KHEZ,small_airport,Hardy-Anders Field / Natchez-Adams County Airport,31.613738,-91.297313,272.0,MS,Natchez,False,KHEZ,HEZ,HEZ,https://www.adamscountyms.net/natchez-adams-county-airport,https://en.wikipedia.org/wiki/Natchez%E2%80%93Adams_County_Airport,
27887,KHFD,medium_airport,Hartford Brainard Airport,41.736698150635,-72.64939880371101,18.0,CT,Hartford,False,KHFD,HFD,HFD,,https://en.wikipedia.org/wiki/Hartford-Brainard_Airport,
27888,KHFF,small_airport,Mackall Army Air Field,35.036288,-79.497755,376.0,NC,Camp Mackall,False,KHFF,HFF,HFF,,https://en.wikipedia.org/wiki/Camp_Mackall,Canp Hoffman
27889,KHFJ,small_airport,Monett Municipal Airport,36.90620041,-94.01280212,1314.0,MO,Monett,False,KHFJ,,HFJ,,,Formerly M58
27890,KHFY,small_airport,Indy South Greenwood Airport,39.628399,-86.087898,822.0,IN,Indianapolis,False,KHFY,,HFY,,,Greenwood Municipal
27891,KHGR,medium_airport,Hagerstown Regional Richard A Henson Field,39.707901,-77.72949982,703.0,MD,Hagerstown,False,KHGR,HGR,HGR,,https://en.wikipedia.org/wiki/Hagerstown_Regional_Airport,
27892,KHHF,small_airport,Hemphill County Airport,35.89530182,-100.4039993,2396.0,TX,Canadian,False,KHHF,,HHF,,,
27893,KHHG,small_airport,Huntington Municipal Airport,40.85290145874024,-85.45709991455078,806.0,IN,Huntington,False,KHHG,,HHG,,,
27894,KHHR,medium_airport,Jack Northrop Field Hawthorne Municipal Airport,33.922798,-118.334999,66.0,CA,Hawthorne,False,KHHR,HHR,HHR,,https://en.wikipedia.org/wiki/Hawthorne_Municipal_Airport_(California),
27895,KHHW,small_airport,Stan Stamper Municipal Airport,34.03480148,-95.54190063,572.0,OK,Hugo,False,KHHW,HUJ,HHW,,https://en.wikipedia.org/wiki/Stan_Stamper_Municipal_Airport,
27896,KHIB,large_airport,Range Regional Airport,47.38660049,-92.83899689,1354.0,MN,Hibbing,True,KHIB,HIB,HIB,,https://en.wikipedia.org/wiki/Range_Regional_Airport,Chisholm Hibbing Airport
27897,KHIE,small_airport,Mount Washington Regional Airport,44.367637,-71.54450200000001,1074.0,NH,Whitefield,False,KHIE,HIE,HIE,http://www.mountwashingtonairport.com/,https://en.wikipedia.org/wiki/Mount_Washington_Regional_Airport,
27898,KHIF,medium_airport,Hill Air Force Base,41.12403,-111.97308600000001,4789.0,UT,Ogden,False,KHIF,HIF,HIF,http://www.hill.af.mil/,https://en.wikipedia.org/wiki/Hill_Air_Force_Base,Hill Field
27899,KHIG,small_airport,Higginsville Industrial Municipal Airport,39.07289886,-93.67749786,840.0,MO,Higginsville,False,KHIG,,HIG,,,
27900,KHII,small_airport,Lake Havasu City Airport,34.571098,-114.358002,783.0,AZ,Lake Havasu City,False,KHII,HII,HII,,https://en.wikipedia.org/wiki/Lake_Havasu_City_Airport,
27901,KHIO,medium_airport,Portland Hillsboro Airport,45.540401,-122.949997,208.0,OR,Portland,False,KHIO,HIO,HIO,http://www.flypdx.com/Airports/Hillsboro/,https://en.wikipedia.org/wiki/Hillsboro_Airport,
27902,KHJH,small_airport,Hebron Municipal Airport,40.152198791503906,-97.58699798583984,1466.0,NE,Hebron,False,KHJH,,HJH,,,
27903,KHJO,small_airport,Hanford Municipal Airport,36.31669998,-119.62799840000002,240.0,CA,Hanford,False,KHJO,,HJO,,https://en.wikipedia.org/wiki/Hanford_Municipal_Airport,
27904,KHKA,small_airport,Blytheville Municipal Airport,35.940399169900004,-89.83080291750002,255.0,AR,Blytheville,False,KHKA,HKA,HKA,,https://en.wikipedia.org/wiki/Blytheville_Municipal_Airport,
27905,KHKS,small_airport,Hawkins Field,32.33449936,-90.22219849,341.0,MS,Jackson,False,KHKS,HKS,HKS,http://jmaa.com/hks/,https://en.wikipedia.org/wiki/Hawkins_Field_(airport),"Davis Field, Jackson AAB"
27906,KHKY,medium_airport,Hickory Regional Airport,35.74110031,-81.38950348,1190.0,NC,Hickory,False,KHKY,HKY,HKY,,https://en.wikipedia.org/wiki/Hickory_Regional_Airport,
27908,KHLB,small_airport,Hillenbrand Industries Airport,39.3445014954,-85.25830078119998,973.0,IN,Batesville,False,KHLB,HLB,HLB,,,
27909,KHLC,small_airport,Hill City Municipal Airport,39.37879944,-99.83149719,2238.0,KS,Hill City,False,KHLC,HLC,HLC,,https://en.wikipedia.org/wiki/Hill_City_Municipal_Airport,
27910,KHLG,medium_airport,Wheeling Ohio County Airport,40.1749992371,-80.6463012695,1195.0,WV,Wheeling,False,KHLG,HLG,HLG,,https://en.wikipedia.org/wiki/Wheeling_Ohio_County_Airport,
27911,KHLM,small_airport,Park Township Airport,42.7958984375,-86.16200256350001,603.0,MI,Holland,False,KHLM,HLM,HLM,http://park-township-airport.com/,https://en.wikipedia.org/wiki/Park_Township_Airport,
27912,KHLN,medium_airport,Helena Regional Airport,46.6068000793457,-111.98300170898438,3877.0,MT,Helena,True,KHLN,HLN,HLN,,https://en.wikipedia.org/wiki/Helena_Regional_Airport,
27913,KHLR,medium_airport,Hood Army Air Field,31.1387004852,-97.7145004272,924.0,TX,Fort Hood(Killeen),False,KHLR,HLR,HLR,,https://en.wikipedia.org/wiki/Hood_Army_Airfield,
27914,KHLX,small_airport,Twin County Airport,36.7661018371582,-80.82360076904297,2693.0,VA,Galax Hillsville,False,KHLX,,HLX,,,
27915,KHMJ,closed,Homer Airport,40.02640151977539,-87.95249938964844,669.0,IL,,False,KHMJ,,,,,
27916,KHMN,large_airport,Holloman Air Force Base,32.8525009155,-106.107002258,4093.0,NM,Alamogordo,False,KHMN,HMN,HMN,http://www.holloman.af.mil/,https://en.wikipedia.org/wiki/Holloman_Air_Force_Base,Alamogordo AAF
27917,KHMT,small_airport,Hemet Ryan Airport,33.7340011597,-117.023002625,1512.0,CA,Hemet,False,KHMT,HMT,HMT,http://www.rchmtra.com/,https://en.wikipedia.org/wiki/Hemet-Ryan_Airport,
27918,KHMY,heliport,Muldrow Army Heliport,35.02640151977539,-97.23159790039062,1087.0,OK,Lexington,False,KHMY,,HMY,,,
27919,KHMZ,small_airport,Bedford County Airport,40.08530045,-78.5121994,1162.0,PA,Bedford,False,KHMZ,,HMZ,,,
27920,KHNB,small_airport,Huntingburg Airport,38.2490005493,-86.95369720459999,529.0,IN,Huntingburg,False,KHNB,HNB,HNB,http://huntingburgairport.com/,https://en.wikipedia.org/wiki/Huntingburg_Airport,
27921,KHND,small_airport,Henderson Executive Airport,35.9728012085,-115.134002686,2492.0,NV,Las Vegas,False,KHND,HSH,HND,http://www.hnd.aero/,https://en.wikipedia.org/wiki/Henderson_Executive_Airport,"L15, Sky Harbor Airport"
27922,KHNR,small_airport,Harlan Municipal Airport,41.58440017700195,-95.339599609375,1231.0,IA,Harlan,False,KHNR,,HNR,,,
27923,KHNZ,small_airport,Henderson Oxford Airport,36.36159897,-78.52919769,526.0,NC,Oxford,False,KHNZ,,HNZ,,,
27924,KHOB,medium_airport,Lea County Regional Airport,32.6875,-103.21700290000001,3661.0,NM,Hobbs,False,KHOB,HOB,HOB,,https://en.wikipedia.org/wiki/Lea_County_Regional_Airport,
27925,KHOC,small_airport,Highland County Airport,39.18880081176758,-83.53880310058594,977.0,OH,Hillsboro,False,KHOC,,HOC,,,
27926,KHOE,small_airport,Homerville Airport,31.05590057373047,-82.77410125732422,186.0,GA,Homerville,False,KHOE,,HOE,,,
27927,KHON,medium_airport,Huron Regional Airport,44.38520050048828,-98.22850036621094,1289.0,SD,Huron,True,KHON,HON,HON,,https://en.wikipedia.org/wiki/Huron_Regional_Airport,
